State&County,Total_Population,Levels_Smokers,Surface_Mines,Underground_Mines,Levels_COPD
"Brunswick, Virginia","16,231",23.1,0.0,0.0,8.5
"Douglas, Washington","43,429",15.9,0.0,0.0,5.9
"Isle of Wight, Virginia","37,109",18.6,0.0,0.0,6.7
"Wasatch, Utah","34,091",8.1,0.0,0.0,4.2
"Prince William, Virginia","470,335",13.3,0.0,0.0,5.0
"Webb, Texas","276,652",16.8,0.0,0.0,5.9
"Franklin City, Virginia","7,967",21.7,0.0,0.0,8.2
"Scurry, Texas","16,703",18.8,0.0,0.0,6.8
"Wise, Texas","69,984",18.3,0.0,0.0,6.7
"Lunenburg, Virginia","12,196",23.4,0.0,0.0,8.8
"Roberts, Texas",854,17.5,0.0,0.0,6.4
"Upton, Texas","3,657",17.3,0.0,0.0,6.0
"San Augustine, Texas","8,237",23.3,0.0,0.0,8.9
"Buchanan, Virginia","21,004",28.4,0.0,0.0,11.6
"Orleans, Vermont","27,037",21.0,0.0,0.0,7.4
"Appomattox, Virginia","15,911",20.3,0.0,0.0,7.7
"Warren, Virginia","40,164",19.4,0.0,0.0,7.1
"Montague, Texas","19,818",20.9,0.0,0.0,7.9
"Martin, Texas","5,771",16.7,0.0,0.0,5.9
"Nolan, Texas","14,714",18.6,0.0,0.0,6.8
"Llano, Texas","21,795",18.5,0.0,0.0,7.1
"Middlesex, Virginia","10,582",20.1,0.0,0.0,7.2
"Craig, Virginia","5,131",18.6,0.0,0.0,6.8
"Wise, Virginia","37,383",25.5,0.0,0.0,10.2
"Refugio, Texas","6,948",17.2,0.0,0.0,6.0
"Northampton, Virginia","11,710",19.6,0.0,0.0,7.7
"Cowlitz, Washington","110,593",19.8,0.0,0.0,6.8
"Walker, Texas","72,971",19.5,0.0,0.0,7.3
"Hanover, Virginia","107,766",15.6,0.0,0.0,5.6
"Fredericksburg, Virginia","29,036",16.4,0.0,0.0,6.3
"Waller, Texas","55,246",18.3,0.0,0.0,6.6
"Northumberland, Virginia","12,095",17.7,0.0,0.0,6.7
"Lubbock, Texas","310,569",15.8,0.0,0.0,6.1
"Nacogdoches, Texas","65,204",20.1,0.0,0.0,7.8
"Carbon, Utah","20,463",12.8,0.0,0.0,5.7
"Starr, Texas","64,633",20.8,0.0,0.0,7.7
"Bath, Virginia","4,147",22.6,0.0,0.0,9.0
"Washington, Utah","177,556",9.4,0.0,0.0,5.1
"Highland, Virginia","2,190",19.9,0.0,0.0,7.5
"Martinsville, Virginia","12,554",21.7,0.0,0.0,8.5
"Alexandria, Virginia","159,428",11.7,0.0,0.0,4.4
"Morgan, Utah","12,124",8.9,0.0,0.0,4.3
"Limestone, Texas","23,437",21.4,0.0,0.0,8.0
"Daggett, Utah",950,11.3,0.0,0.0,4.9
"Adams, Washington","19,983",16.7,0.0,0.0,6.8
"Wharton, Texas","41,556",18.0,0.0,0.0,6.8
"Bland, Virginia","6,280",20.9,0.0,0.0,7.7
"Carroll, Virginia","29,791",22.9,0.0,0.0,8.6
"Victoria, Texas","92,084",17.7,0.0,0.0,5.9
"Panola, Texas","23,194",21.4,0.0,0.0,7.9
"Liberty, Texas","88,219",21.6,0.0,0.0,7.9
"Millard, Utah","13,188",12.3,0.0,0.0,5.8
"Sabine, Texas","10,542",22.8,0.0,0.0,9.0
"Upshur, Texas","41,753",20.9,0.0,0.0,7.7
"Rusk, Texas","54,406",20.3,0.0,0.0,7.4
"Essex, Virginia","10,953",22.2,0.0,0.0,8.4
"Midland, Texas","176,832",14.1,0.0,0.0,5.1
"Leon, Texas","17,404",21.8,0.0,0.0,8.3
"Wythe, Virginia","28,684",21.4,0.0,0.0,8.3
"Kane, Utah","7,886",11.1,0.0,0.0,5.3
"Runnels, Texas","10,264",18.4,0.0,0.0,6.8
"McMullen, Texas",743,13.6,0.0,0.0,4.6
"Culpeper, Virginia","52,605",17.3,0.0,0.0,6.5
"Page, Virginia","23,902",23.3,0.0,0.0,8.8
"Presidio, Texas","6,704",21.2,0.0,0.0,8.3
"Val Verde, Texas","49,025",17.0,0.0,0.0,6.0
"Suffolk, Virginia","92,108",17.4,0.0,0.0,6.2
"Maverick, Texas","58,722",18.2,0.0,0.0,6.4
"Charlottesville, Virginia","47,266",16.8,0.0,0.0,6.7
"Clarke, Virginia","14,619",16.7,0.0,0.0,6.3
"Smith, Texas","232,751",17.4,0.0,0.0,6.7
"Staunton, Virginia","24,932",17.8,0.0,0.0,6.8
"Sussex, Virginia","11,159",22.1,0.0,0.0,8.0
"Loving, Texas",169,19.8,0.0,0.0,6.0
"Van Zandt, Texas","56,590",20.7,0.0,0.0,7.7
"Alleghany, Virginia","14,860",22.8,0.0,0.0,8.7
"Piute, Utah","1,479",12.7,0.0,0.0,6.2
"Waynesboro, Virginia","22,630",19.9,0.0,0.0,7.8
"Lexington, Virginia","7,446",19.3,0.0,0.0,7.7
"Richmond, Virginia","9,023",21.3,0.0,0.0,8.2
"Franklin, Virginia","56,042",20.8,0.0,0.0,7.8
"Scott, Virginia","21,566",22.7,0.0,0.0,9.4
"Uvalde, Texas","26,741",16.5,0.0,0.0,6.0
"Falls Church, Virginia","14,617",8.8,0.0,0.0,3.4
"Bristol, Virginia","16,762",22.3,0.0,0.0,9.2
"Giles, Virginia","16,720",20.9,0.0,0.0,7.8
"Utah, Utah","636,235",6.5,0.0,0.0,4.4
"Buckingham, Virginia","17,148",23.3,0.0,0.0,8.7
"Reeves, Texas","15,976",17.1,0.0,0.0,5.4
"Poquoson, Virginia","12,271",15.2,0.0,0.0,5.6
"Wilbarger, Texas","12,769",20.9,0.0,0.0,8.0
"Uintah, Utah","35,734",13.8,0.0,0.0,6.4
"Box Elder, Utah","56,046",10.9,0.0,0.0,5.2
"Newport News, Virginia","179,225",18.5,0.0,0.0,6.8
"Chesterfield, Virginia","352,802",14.6,0.0,0.0,5.7
"Mason, Texas","4,274",16.3,0.0,0.0,6.1
"Tom Green, Texas","119,200",16.3,0.0,0.0,5.7
"Zavala, Texas","11,840",19.9,0.0,0.0,7.4
"Terrell, Texas",776,15.8,0.0,0.0,5.6
"Fairfax City, Virginia","24,019",11.0,0.0,0.0,4.2
"Buena Vista, Virginia","6,478",25.4,0.0,0.0,10.5
"Orange, Virginia","37,051",18.8,0.0,0.0,6.8
"Madison, Virginia","13,261",20.1,0.0,0.0,7.5
"San Jacinto, Texas","28,859",21.7,0.0,0.0,8.3
"Potter, Texas","117,415",20.2,0.0,0.0,7.5
"Madison, Texas","14,284",19.8,0.0,0.0,7.0
"Salem, Virginia","25,301",18.0,0.0,0.0,6.8
"Juab, Utah","12,017",12.7,0.0,0.0,6.0
"Radford, Virginia","18,249",21.2,0.0,0.0,9.0
"Chesapeake, Virginia","244,835",16.0,0.0,0.0,6.0
"York, Virginia","68,280",13.8,0.0,0.0,5.0
"Randall, Texas","137,713",14.8,0.0,0.0,5.4
"Somervell, Texas","9,128",18.7,0.0,0.0,6.9
"McCulloch, Texas","7,984",19.0,0.0,0.0,7.1
"Palo Pinto, Texas","29,189",20.4,0.0,0.0,7.8
"Louisa, Virginia","37,591",19.6,0.0,0.0,7.7
"Shackelford, Texas","3,265",18.3,0.0,0.0,6.8
"Roanoke, Virginia","94,186",15.6,0.0,0.0,6.1
"Travis, Texas","1,273,954",12.0,0.0,0.0,4.5
"Davis, Utah","355,481",8.0,0.0,0.0,4.2
"Winchester, Virginia","28,078",17.4,0.0,0.0,6.9
"Franklin, Vermont","49,402",17.6,0.0,0.0,6.6
"Patrick, Virginia","17,608",22.2,0.0,0.0,8.5
"Red River, Texas","12,023",23.3,0.0,0.0,8.7
"Accomack, Virginia","32,316",21.4,0.0,0.0,8.4
"Stafford, Virginia","152,882",13.4,0.0,0.0,5.0
"Bedford, Virginia","78,997",17.7,0.0,0.0,6.7
"Willacy, Texas","21,358",19.7,0.0,0.0,7.1
"Charlotte, Virginia","11,880",24.7,0.0,0.0,9.5
"McLennan, Texas","256,623",18.5,0.0,0.0,6.9
"James City, Virginia","76,523",13.1,0.0,0.0,5.0
"Loudoun, Virginia","413,538",9.9,0.0,0.0,3.9
"Mathews, Virginia","8,834",17.9,0.0,0.0,6.8
"Titus, Texas","32,750",18.9,0.0,0.0,7.3
"Pulaski, Virginia","34,027",20.8,0.0,0.0,7.8
"Rutland, Vermont","58,191",18.6,0.0,0.0,6.4
"Essex, Vermont","6,163",22.7,0.0,0.0,7.9
"Sutton, Texas","3,776",15.4,0.0,0.0,5.3
"Orange, Texas","83,396",21.4,0.0,0.0,7.5
"Williamsburg, Virginia","14,954",15.6,0.0,0.0,6.4
"Surry, Virginia","6,422",20.7,0.0,0.0,7.6
"Iron, Utah","54,839",11.1,0.0,0.0,6.0
"Chelan, Washington","77,200",15.3,0.0,0.0,5.6
"Rappahannock, Virginia","7,370",16.6,0.0,0.0,6.3
"Southampton, Virginia","17,631",20.1,0.0,0.0,7.4
"Tazewell, Virginia","40,595",23.4,0.0,0.0,9.1
"Lipscomb, Texas","3,233",17.3,0.0,0.0,6.5
"Emery, Utah","10,012",12.3,0.0,0.0,5.9
"Dinwiddie, Virginia","28,544",21.4,0.0,0.0,7.4
"Sanpete, Utah","30,939",13.1,0.0,0.0,6.0
"Williamson, Texas","590,551",11.8,0.0,0.0,4.6
"Clallam, Washington","77,331",16.6,0.0,0.0,6.2
"Polk, Texas","51,353",22.6,0.0,0.0,8.0
"Fauquier, Virginia","71,222",14.7,0.0,0.0,5.6
"Caledonia, Vermont","29,993",18.6,0.0,0.0,6.8
"Navarro, Texas","50,113",20.3,0.0,0.0,7.5
"Clark, Washington","488,241",12.9,0.0,0.0,5.3
"Washington, Virginia","53,740",20.4,0.0,0.0,8.2
"Petersburg, Virginia","31,346",22.0,0.0,0.0,8.3
"Cumberland, Virginia","9,932",21.6,0.0,0.0,8.1
"Lynchburg, Virginia","82,168",19.2,0.0,0.0,7.5
"Grand, Utah","9,754",11.1,0.0,0.0,5.0
"Mitchell, Texas","8,545",18.9,0.0,0.0,6.5
"Pecos, Texas","15,823",17.1,0.0,0.0,5.7
"Weber, Utah","260,213",10.4,0.0,0.0,5.0
"Henry, Virginia","50,557",22.8,0.0,0.0,9.1
"Greensville, Virginia","11,336",23.4,0.0,0.0,8.3
"Rich, Utah","2,483",11.4,0.0,0.0,5.4
"Parmer, Texas","9,605",17.2,0.0,0.0,6.3
"Fluvanna, Virginia","27,270",16.2,0.0,0.0,5.9
"Washington, Texas","35,882",17.8,0.0,0.0,6.6
"Henrico, Virginia","330,818",14.3,0.0,0.0,5.4
"Orange, Vermont","28,892",17.0,0.0,0.0,6.5
"Botetourt, Virginia","33,419",17.2,0.0,0.0,6.5
"Rockwall, Texas","104,915",13.5,0.0,0.0,4.8
"Oldham, Texas","2,112",17.9,0.0,0.0,6.3
"Live Oak, Texas","12,207",19.8,0.0,0.0,6.8
"Washington, Vermont","58,409",15.9,0.0,0.0,6.0
"Frederick, Virginia","89,313",16.6,0.0,0.0,6.2
"Throckmorton, Texas","1,501",19.1,0.0,0.0,7.1
"Swisher, Texas","7,397",20.3,0.0,0.0,7.7
"Rockingham, Virginia","81,948",18.1,0.0,0.0,7.2
"Wichita, Texas","132,230",19.0,0.0,0.0,6.9
"San Juan, Utah","15,308",16.8,0.0,0.0,7.8
"Danville, Virginia","40,044",23.1,0.0,0.0,9.0
"Medina, Texas","51,584",15.7,0.0,0.0,5.3
"Benton, Washington","204,390",14.5,0.0,0.0,5.5
"Greene, Virginia","19,819",18.5,0.0,0.0,7.0
"Sevier, Utah","21,620",12.9,0.0,0.0,6.3
"Smyth, Virginia","30,104",23.9,0.0,0.0,9.2
"Richmond City, Virginia","230,436",17.8,0.0,0.0,7.4
"Grand Isle, Vermont","7,235",16.1,0.0,0.0,5.5
"Russell, Virginia","26,586",25.4,0.0,0.0,9.9
"Hampton, Virginia","134,510",19.1,0.0,0.0,6.7
"Windham, Vermont","42,222",18.0,0.0,0.0,6.3
"Pittsylvania, Virginia","60,354",22.6,0.0,0.0,8.4
"Reagan, Texas","3,849",15.3,0.0,0.0,5.2
"Zapata, Texas","14,179",18.9,0.0,0.0,6.8
"New Kent, Virginia","23,091",17.5,0.0,0.0,6.1
"Windsor, Vermont","55,062",16.1,0.0,0.0,6.0
"Taylor, Texas","138,034",16.7,0.0,0.0,6.4
"Galax, Virginia","6,347",24.1,0.0,0.0,10.4
"Rockbridge, Virginia","22,573",20.3,0.0,0.0,7.8
"Young, Texas","18,010",19.3,0.0,0.0,7.3
"Fairfax, Virginia","1,147,532",10.5,0.0,0.0,4.0
"King and Queen, Virginia","7,025",19.8,0.0,0.0,7.1
"Rains, Texas","12,514",20.8,0.0,0.0,7.5
"Covington, Virginia","5,538",22.0,0.0,0.0,8.3
"Menard, Texas","2,138",17.6,0.0,0.0,6.5
"Nueces, Texas","362,294",16.0,0.0,0.0,5.7
"Tooele, Utah","72,259",10.6,0.0,0.0,5.2
"Beaver, Utah","6,710",11.6,0.0,0.0,5.6
"Salt Lake, Utah","1,160,437",9.3,0.0,0.0,4.6
"Lee, Virginia","23,423",25.5,0.0,0.0,10.8
"Sherman, Texas","3,022",17.0,0.0,0.0,6.2
"Hopewell, Virginia","22,529",23.8,0.0,0.0,9.2
"Augusta, Virginia","75,558",19.9,0.0,0.0,7.1
"Wood, Texas","45,539",20.1,0.0,0.0,7.5
"Charles City, Virginia","6,963",22.4,0.0,0.0,7.9
"Westmoreland, Virginia","18,015",19.9,0.0,0.0,7.4
"Cache, Utah","128,289",9.7,0.0,0.0,5.1
"Mills, Texas","4,873",19.4,0.0,0.0,7.2
"Nottoway, Virginia","15,232",22.7,0.0,0.0,8.6
"Lamoille, Vermont","25,362",16.8,0.0,0.0,6.3
"Bennington, Vermont","35,470",17.7,0.0,0.0,6.5
"Wayne, Utah","2,711",11.4,0.0,0.0,5.6
"Matagorda, Texas","36,643",17.9,0.0,0.0,6.7
"Terry, Texas","12,337",19.9,0.0,0.0,7.4
"Shenandoah, Virginia","43,616",18.9,0.0,0.0,7.5
"King George, Virginia","26,836",15.8,0.0,0.0,5.7
"Prince George, Virginia","38,353",18.5,0.0,0.0,6.4
"Marion, Texas","9,854",22.9,0.0,0.0,8.5
"Sterling, Texas","1,291",17.6,0.0,0.0,5.9
"Newton, Texas","13,595",25.3,0.0,0.0,9.3
"Robertson, Texas","17,074",19.1,0.0,0.0,7.0
"Lancaster, Virginia","10,603",17.9,0.0,0.0,6.8
"Stonewall, Texas","1,350",19.8,0.0,0.0,7.4
"Ochiltree, Texas","9,836",18.4,0.0,0.0,7.0
"Winkler, Texas","8,010",17.7,0.0,0.0,6.1
"Columbia, Washington","3,985",17.8,0.0,0.0,6.1
"Amherst, Virginia","31,605",20.3,0.0,0.0,7.8
"Mecklenburg, Virginia","30,587",21.9,0.0,0.0,8.3
"Virginia Beach, Virginia","449,974",15.6,0.0,0.0,5.6
"Amelia, Virginia","13,145",20.5,0.0,0.0,7.5
"Addison, Vermont","36,777",15.1,0.0,0.0,5.4
"Garfield, Utah","5,051",11.8,0.0,0.0,5.6
"Dickenson, Virginia","14,318",25.8,0.0,0.0,10.9
"San Patricio, Texas","66,730",16.6,0.0,0.0,5.9
"Yoakum, Texas","8,713",17.5,0.0,0.0,6.2
"Goochland, Virginia","23,753",15.4,0.0,0.0,5.7
"Tyler, Texas","21,672",22.2,0.0,0.0,8.3
"Caroline, Virginia","30,725",19.3,0.0,0.0,6.9
"Harrisonburg, Virginia","53,016",18.2,0.0,0.0,7.7
"Chittenden, Vermont","163,774",12.9,0.0,0.0,5.2
"Trinity, Texas","14,651",23.1,0.0,0.0,8.4
"Grayson, Virginia","15,550",23.8,0.0,0.0,9.4
"Arlington, Virginia","236,842",8.7,0.0,0.0,3.6
"Nelson, Virginia","14,930",19.5,0.0,0.0,7.1
"Moore, Texas","20,940",17.3,0.0,0.0,6.1
"Norton, Virginia","3,981",22.2,0.0,0.0,9.3
"King William, Virginia","17,148",18.5,0.0,0.0,6.7
"Floyd, Virginia","15,749",20.2,0.0,0.0,7.6
"Manassas, Virginia","41,085",14.8,0.0,0.0,5.5
"Milam, Texas","24,823",19.8,0.0,0.0,7.4
"Ward, Texas","11,998",17.3,0.0,0.0,6.0
"Manassas Park, Virginia","17,478",14.4,0.0,0.0,5.2
"Wheeler, Texas","5,056",19.8,0.0,0.0,7.5
"Tarrant, Texas","2,102,515",14.8,0.0,0.0,5.7
"Morris, Texas","12,388",21.3,0.0,0.0,7.9
"Ferry, Washington","7,627",22.1,0.0,0.0,7.9
"Shelby, Texas","25,274",22.3,0.0,0.0,8.7
"Duchesne, Utah","19,938",13.7,0.0,0.0,6.2
"Real, Texas","3,452",20.7,0.0,0.0,8.2
"Gloucester, Virginia","37,348",17.8,0.0,0.0,6.6
"Motley, Texas","1,200",18.2,0.0,0.0,6.7
"Colonial Heights, Virginia","17,370",18.3,0.0,0.0,6.9
"Summit, Utah","42,145",7.3,0.0,0.0,3.7
"Roanoke City, Virginia","99,143",22.2,0.0,0.0,8.2
"Schleicher, Texas","2,793",15.1,0.0,0.0,5.4
"Prince Edward, Virginia","22,802",20.9,0.0,0.0,7.7
"Waushara, Wisconsin","24,443",20.0,0.0,0.0,6.2
"Skamania, Washington","12,083",17.1,0.0,0.0,6.0
"Lewis, Washington","80,707",18.6,0.0,0.0,6.6
"Green Lake, Wisconsin","18,913",18.9,0.0,0.0,6.1
"Garfield, Washington","2,225",15.7,0.0,0.0,5.7
"Kenosha, Wisconsin","169,561",17.4,0.0,0.0,5.2
"Pierce, Wisconsin","42,754",16.4,0.0,0.0,5.0
"Kewaunee, Wisconsin","20,434",17.9,0.0,0.0,5.3
"Kanawha, West Virginia","178,124",24.1,0.0,0.0,8.8
"Doddridge, West Virginia","8,448",25.6,0.0,0.0,9.5
"Summers, West Virginia","12,573",25.7,0.0,0.0,10.6
"Winnebago, Wisconsin","171,907",17.9,0.0,0.0,5.3
"Tucker, West Virginia","6,839",23.2,0.0,0.0,8.9
"Manitowoc, Wisconsin","78,981",18.4,0.0,0.0,5.6
"Vilas, Wisconsin","22,195",18.3,0.0,0.0,5.6
"Forest, Wisconsin","9,004",22.1,0.0,0.0,6.9
"Hampshire, West Virginia","23,175",26.0,0.0,0.0,9.8
"Logan, West Virginia","32,019",28.7,0.0,0.0,12.1
"Waupaca, Wisconsin","50,990",17.8,0.0,0.0,5.7
"Wood, West Virginia","83,518",23.0,0.0,0.0,9.3
"Snohomish, Washington","822,083",13.8,0.0,0.0,4.7
"Morgan, West Virginia","17,884",24.0,0.0,0.0,9.1
"Roane, West Virginia","13,688",27.2,0.0,0.0,10.9
"Laramie, Wyoming","99,500",16.7,0.0,0.0,6.0
"Monroe, Wisconsin","46,253",18.5,0.0,0.0,5.8
"Barron, Wisconsin","45,244",18.1,0.0,0.0,6.0
"McDowell, West Virginia","17,624",33.7,0.0,0.0,14.7
"Greenbrier, West Virginia","34,662",24.7,0.0,0.0,9.9
"Fond du Lac, Wisconsin","103,403",17.1,0.0,0.0,5.4
"Kitsap, Washington","271,473",14.7,0.0,0.0,5.1
"Marshall, West Virginia","30,531",23.5,0.0,0.0,9.1
"Oconto, Wisconsin","37,930",18.9,0.0,0.0,5.8
"Waukesha, Wisconsin","404,198",13.2,0.0,0.0,3.9
"Berkeley, West Virginia","119,171",22.4,0.0,0.0,8.2
"Albany, Wyoming","38,880",14.9,0.0,0.0,5.9
"Johnson, Wyoming","8,445",16.7,0.0,0.0,5.9
"Ohio, West Virginia","41,411",21.8,0.0,0.0,7.8
"Pierce, Washington","904,980",16.7,0.0,0.0,5.5
"Tyler, West Virginia","8,591",25.3,0.0,0.0,9.7
"Menominee, Wisconsin","4,556",30.1,0.0,0.0,8.9
"Wirt, West Virginia","5,821",27.8,0.0,0.0,11.2
"Douglas, Wisconsin","43,150",18.2,0.0,0.0,5.7
"Green, Wisconsin","36,960",17.1,0.0,0.0,5.3
"Yakima, Washington","250,873",16.4,0.0,0.0,6.4
"Crook, Wyoming","7,584",17.5,0.0,0.0,6.3
"Barbour, West Virginia","16,441",25.4,0.0,0.0,10.4
"Taylor, Wisconsin","20,343",20.0,0.0,0.0,6.2
"Grant, West Virginia","11,568",25.9,0.0,0.0,10.1
"Grant, Wisconsin","51,439",18.8,0.0,0.0,6.1
"Franklin, Washington","95,222",15.4,0.0,0.0,5.7
"Sheboygan, Wisconsin","115,340",15.9,0.0,0.0,5.0
"Vernon, Wisconsin","30,822",19.4,0.0,0.0,6.4
"Boone, West Virginia","21,457",28.1,0.0,0.0,11.3
"Cabell, West Virginia","91,945",23.7,0.0,0.0,9.6
"Lincoln, West Virginia","20,409",27.8,0.0,0.0,11.5
"Hot Springs, Wyoming","4,413",19.7,0.0,0.0,6.9
"Juneau, Wisconsin","26,687",20.7,0.0,0.0,6.6
"Price, Wisconsin","13,351",20.3,0.0,0.0,6.2
"Dunn, Wisconsin","45,368",18.0,0.0,0.0,5.7
"Putnam, West Virginia","56,450",20.7,0.0,0.0,7.7
"Wood, Wisconsin","72,999",17.5,0.0,0.0,5.6
"Preston, West Virginia","33,432",24.8,0.0,0.0,9.2
"Burnett, Wisconsin","15,414",19.1,0.0,0.0,6.0
"King, Washington","2,252,782",10.0,0.0,0.0,3.9
"Milwaukee, Wisconsin","945,726",18.3,0.0,0.0,5.6
"Florence, Wisconsin","4,295",18.8,0.0,0.0,5.8
"Jefferson, Washington","32,221",14.4,0.0,0.0,5.2
"Weston, Wyoming","6,927",19.2,0.0,0.0,6.7
"Campbell, Wyoming","46,341",19.6,0.0,0.0,6.5
"Teton, Wyoming","23,464",11.3,0.0,0.0,4.3
"Portage, Wisconsin","70,772",16.6,0.0,0.0,5.4
"Upshur, West Virginia","24,176",25.7,0.0,0.0,10.3
"Washburn, Wisconsin","15,720",18.6,0.0,0.0,5.9
"Lewis, West Virginia","15,907",27.0,0.0,0.0,10.4
"Polk, Wisconsin","43,783",18.1,0.0,0.0,5.5
"Whatcom, Washington","229,247",15.5,0.0,0.0,5.6
"Big Horn, Wyoming","11,790",18.1,0.0,0.0,6.9
"Monroe, West Virginia","13,275",25.6,0.0,0.0,10.0
"Uinta, Wyoming","20,226",18.8,0.0,0.0,6.8
"Lafayette, Wisconsin","16,665",19.1,0.0,0.0,5.9
"Jackson, West Virginia","28,576",24.3,0.0,0.0,9.4
"Ritchie, West Virginia","9,554",26.3,0.0,0.0,10.6
"Kittitas, Washington","47,935",16.0,0.0,0.0,6.1
"Gilmer, West Virginia","7,823",24.2,0.0,0.0,9.1
"Jefferson, Wisconsin","84,769",17.1,0.0,0.0,5.1
"Mingo, West Virginia","23,424",29.5,0.0,0.0,12.7
"Whitman, Washington","50,104",14.4,0.0,0.0,6.3
"Wayne, West Virginia","39,402",28.4,0.0,0.0,10.9
"Grant, Washington","97,733",17.3,0.0,0.0,6.4
"Trempealeau, Wisconsin","29,649",17.8,0.0,0.0,5.5
"Clark, Wisconsin","34,774",21.0,0.0,0.0,6.8
"Calumet, Wisconsin","50,089",15.5,0.0,0.0,4.8
"Clay, West Virginia","8,508",30.0,0.0,0.0,12.1
"Pendleton, West Virginia","6,969",25.5,0.0,0.0,10.0
"Pepin, Wisconsin","7,287",18.7,0.0,0.0,5.8
"Richland, Wisconsin","17,252",19.5,0.0,0.0,6.2
"Fayette, West Virginia","42,406",28.0,0.0,0.0,10.6
"Door, Wisconsin","27,668",15.5,0.0,0.0,4.8
"Marion, West Virginia","56,072",24.7,0.0,0.0,9.3
"Sheridan, Wyoming","30,485",16.8,0.0,0.0,5.7
"Goshen, Wyoming","13,211",17.2,0.0,0.0,6.2
"Monongalia, West Virginia","105,612",20.3,0.0,0.0,7.9
"Randolph, West Virginia","28,695",26.3,0.0,0.0,10.1
"Thurston, Washington","290,536",13.8,0.0,0.0,5.0
"Dodge, Wisconsin","87,839",18.1,0.0,0.0,5.6
"Wetzel, West Virginia","15,065",27.2,0.0,0.0,10.5
"San Juan, Washington","17,582",12.1,0.0,0.0,4.6
"Grays Harbor, Washington","75,061",19.0,0.0,0.0,6.7
"Ozaukee, Wisconsin","89,221",13.1,0.0,0.0,4.0
"Iron, Wisconsin","5,687",19.3,0.0,0.0,6.2
"Rusk, Wisconsin","14,178",20.6,0.0,0.0,6.6
"Walla Walla, Washington","60,760",14.4,0.0,0.0,5.5
"Pacific, Washington","22,471",17.9,0.0,0.0,6.6
"Jackson, Wisconsin","20,643",20.8,0.0,0.0,6.3
"Bayfield, Wisconsin","15,036",17.8,0.0,0.0,5.5
"Natrona, Wyoming","79,858",19.3,0.0,0.0,6.3
"Chippewa, Wisconsin","64,658",17.6,0.0,0.0,5.7
"Braxton, West Virginia","13,957",26.9,0.0,0.0,11.0
"Eau Claire, Wisconsin","104,646",16.7,0.0,0.0,5.4
"Raleigh, West Virginia","73,361",25.0,0.0,0.0,10.1
"Pocahontas, West Virginia","8,247",26.7,0.0,0.0,10.3
"Racine, Wisconsin","196,311",17.1,0.0,0.0,5.3
"Park, Wyoming","29,194",15.4,0.0,0.0,5.5
"Marathon, Wisconsin","135,692",17.4,0.0,0.0,5.3
"Mineral, West Virginia","26,868",23.0,0.0,0.0,8.6
"Platte, Wyoming","8,393",19.8,0.0,0.0,6.5
"Lincoln, Wyoming","19,830",17.2,0.0,0.0,6.3
"Sauk, Wisconsin","64,442",17.4,0.0,0.0,5.5
"Webster, West Virginia","8,114",28.9,0.0,0.0,12.1
"Iowa, Wisconsin","23,678",17.0,0.0,0.0,5.2
"Calhoun, West Virginia","7,109",28.6,0.0,0.0,11.4
"Rock, Wisconsin","163,354",17.5,0.0,0.0,5.7
"Okanogan, Washington","42,243",19.6,0.0,0.0,7.2
"Marquette, Wisconsin","15,574",19.7,0.0,0.0,6.1
"Mercer, West Virginia","58,758",26.5,0.0,0.0,10.7
"Harrison, West Virginia","67,256",23.6,0.0,0.0,8.9
"Jefferson, West Virginia","57,146",19.5,0.0,0.0,7.1
"La Crosse, Wisconsin","118,016",16.7,0.0,0.0,5.2
"Converse, Wyoming","13,822",18.7,0.0,0.0,6.4
"Lincoln, Washington","10,939",17.2,0.0,0.0,6.2
"Marinette, Wisconsin","40,350",20.4,0.0,0.0,6.3
"Pleasants, West Virginia","7,460",25.4,0.0,0.0,9.2
"Brown, Wisconsin","264,542",15.4,0.0,0.0,5.1
"Adams, Wisconsin","20,220",20.4,0.0,0.0,6.4
"Skagit, Washington","129,205",16.1,0.0,0.0,5.6
"Mason, Washington","66,768",18.5,0.0,0.0,6.6
"Wyoming, West Virginia","20,394",29.7,0.0,0.0,11.6
"Taylor, West Virginia","16,695",25.6,0.0,0.0,9.6
"Sweetwater, Wyoming","42,343",17.0,0.0,0.0,5.8
"Buffalo, Wisconsin","13,031",19.1,0.0,0.0,5.7
"Nicholas, West Virginia","24,496",26.3,0.0,0.0,10.2
"Washakie, Wyoming","7,805",17.6,0.0,0.0,6.3
"Hancock, West Virginia","28,810",24.8,0.0,0.0,9.2
"Washington, Wisconsin","136,034",14.7,0.0,0.0,4.5
"Sawyer, Wisconsin","16,558",20.5,0.0,0.0,6.4
"Klickitat, Washington","22,425",16.7,0.0,0.0,6.2
"Ashland, Wisconsin","15,562",21.2,0.0,0.0,6.8
"Langlade, Wisconsin","19,189",20.4,0.0,0.0,6.4
"Stevens, Washington","45,723",18.7,0.0,0.0,6.9
"Crawford, Wisconsin","16,131",19.4,0.0,0.0,6.1
"Walworth, Wisconsin","103,868",16.7,0.0,0.0,5.2
"Brooke, West Virginia","21,939",23.7,0.0,0.0,8.7
"St. Croix, Wisconsin","90,687",14.7,0.0,0.0,4.4
"Sublette, Wyoming","9,831",17.2,0.0,0.0,5.8
"Mason, West Virginia","26,516",25.4,0.0,0.0,10.1
"Niobrara, Wyoming","2,356",22.8,0.0,0.0,8.5
